,BORO,STORIES,FULLVAL,YEAR,LOT,BLDGCL,AVTOT2,Community_Board,Council_District,Lot_Area,Building_Area,Census_Tract,AVLAND2,EXLAND2,EXTOT2,EXCD2
22279,bor_4,str_1,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_409,cds_29,lotarea_2,buildingarea_1,census_1,avland2_3,exland2_1,extot2_1,extot2_1
52211,bor_3,str_1,val_2,yrs_1,lot_1,bcl_M1,transval_2,cmb_303,cds_41,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_1,extot2_3,extot2_3
29839,bor_4,str_1,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_407,cds_20,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
56548,bor_1,str_1,val_3,yrs_1,lot_1,bcl_Y2,transval_3,cmb_108,cds_4,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
65036,bor_1,str_3,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_107,cds_6,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_2,extot2_2,extot2_2
7865,bor_1,str_2,val_3,yrs_3,lot_2,bcl_D4,transval_3,cmb_104,cds_3,lotarea_1,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
61501,bor_3,str_1,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_315,cds_48,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
9627,bor_1,str_1,val_2,yrs_3,lot_1,bcl_C6,transval_2,cmb_112,cds_7,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_2,extot2_3,extot2_3
39996,bor_1,str_3,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_106,cds_5,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
12217,bor_3,str_1,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_307,cds_39,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_2,extot2_2,extot2_2
38454,bor_5,str_1,val_1,yrs_2,lot_2,bcl_R2,transval_1,cmb_501,cds_49,lotarea_1,buildingarea_1,census_1,avland2_1,exland2_1,extot2_1,extot2_1
57639,bor_1,str_1,val_3,yrs_1,lot_1,bcl_D1,transval_3,cmb_109,cds_7,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
17209,bor_2,str_1,val_2,yrs_3,lot_1,bcl_C6,transval_2,cmb_204,cds_8,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_1,extot2_1,extot2_1
23739,bor_1,str_3,val_3,yrs_2,lot_2,bcl_D4,transval_3,cmb_107,cds_6,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
55956,bor_1,str_3,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_106,cds_4,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
13628,bor_4,str_1,val_2,yrs_3,lot_1,bcl_M9,transval_2,cmb_405,cds_30,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_2,extot2_3,extot2_3
61659,bor_4,str_1,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_402,cds_26,lotarea_1,buildingarea_1,census_3,avland2_3,exland2_3,extot2_3,extot2_3
4466,bor_3,str_1,val_1,yrs_3,lot_2,bcl_R2,transval_1,cmb_303,cds_33,lotarea_1,buildingarea_1,census_1,avland2_1,exland2_1,extot2_1,extot2_1
37553,bor_4,str_1,val_1,yrs_2,lot_3,bcl_R4,transval_1,cmb_407,cds_20,lotarea_2,buildingarea_1,census_1,avland2_1,exland2_1,extot2_1,extot2_1
6183,bor_4,str_1,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_406,cds_29,lotarea_2,buildingarea_2,census_3,avland2_3,exland2_2,extot2_2,extot2_2
47201,bor_1,str_3,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_102,cds_2,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
71234,bor_4,str_1,val_3,yrs_1,lot_2,bcl_D4,transval_3,cmb_409,cds_32,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_1,extot2_1,extot2_1
13870,bor_4,str_1,val_3,yrs_3,lot_2,bcl_D4,transval_3,cmb_407,cds_20,lotarea_3,buildingarea_2,census_2,avland2_3,exland2_2,extot2_2,extot2_2
21305,bor_4,str_2,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_406,cds_29,lotarea_2,buildingarea_2,census_3,avland2_3,exland2_3,extot2_3,extot2_3
1354,bor_1,str_1,val_3,yrs_3,lot_1,bcl_C6,transval_3,cmb_108,cds_5,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_1,extot2_1,extot2_1
30221,bor_4,str_1,val_3,yrs_2,lot_2,bcl_M1,transval_3,cmb_408,cds_24,lotarea_2,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
4200,bor_3,str_2,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_306,cds_39,lotarea_2,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
71169,bor_4,str_1,val_3,yrs_1,lot_1,bcl_C6,transval_3,cmb_411,cds_19,lotarea_3,buildingarea_2,census_2,avland2_3,exland2_3,extot2_3,extot2_3
22722,bor_1,str_1,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_101,cds_1,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_2,extot2_2,extot2_2
62987,bor_4,str_1,val_3,yrs_1,lot_2,bcl_D4,transval_3,cmb_408,cds_24,lotarea_3,buildingarea_2,census_3,avland2_3,exland2_3,extot2_3,extot2_3
65147,bor_1,str_3,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_108,cds_5,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
69864,bor_4,str_1,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_402,cds_26,lotarea_1,buildingarea_1,census_3,avland2_3,exland2_2,extot2_2,extot2_2
28990,bor_4,str_1,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_403,cds_25,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
69564,bor_3,str_1,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_312,cds_44,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
25143,bor_1,str_3,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_107,cds_7,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
31874,bor_1,str_3,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_107,cds_6,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
61222,bor_3,str_1,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_310,cds_43,lotarea_3,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
12944,bor_3,str_1,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_315,cds_46,lotarea_3,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
28617,bor_3,str_1,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_315,cds_48,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_2,extot2_2,extot2_2
65136,bor_1,str_3,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_108,cds_4,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
7297,bor_5,str_1,val_1,yrs_3,lot_2,bcl_R2,transval_1,cmb_501,cds_49,lotarea_1,buildingarea_1,census_1,avland2_1,exland2_1,extot2_1,extot2_1
40452,bor_1,str_1,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_108,cds_5,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_1,extot2_1,extot2_1
22862,bor_1,str_1,val_3,yrs_2,lot_1,bcl_C6,transval_3,cmb_103,cds_2,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_1,extot2_1,extot2_1
2615,bor_2,str_1,val_3,yrs_3,lot_1,bcl_C6,transval_2,cmb_207,cds_11,lotarea_1,buildingarea_1,census_3,avland2_2,exland2_1,extot2_3,extot2_3
41440,bor_2,str_1,val_3,yrs_2,lot_2,bcl_D4,transval_3,cmb_207,cds_11,lotarea_2,buildingarea_2,census_1,avland2_2,exland2_2,extot2_2,extot2_2
66280,bor_2,str_1,val_2,yrs_1,lot_1,bcl_M9,transval_2,cmb_205,cds_15,lotarea_2,buildingarea_1,census_3,avland2_2,exland2_1,extot2_3,extot2_3
8380,bor_1,str_3,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_107,cds_6,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_2,extot2_2,extot2_2
47997,bor_1,str_2,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_107,cds_6,lotarea_2,buildingarea_1,census_1,avland2_3,exland2_2,extot2_2,extot2_2
62354,bor_4,str_1,val_2,yrs_1,lot_1,bcl_M1,transval_2,cmb_405,cds_30,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
22447,bor_4,str_1,val_3,yrs_3,lot_1,bcl_C6,transval_3,cmb_410,cds_32,lotarea_3,buildingarea_1,census_3,avland2_3,exland2_3,extot2_3,extot2_3
46021,bor_4,str_1,val_3,yrs_2,lot_2,bcl_D4,transval_3,cmb_407,cds_19,lotarea_3,buildingarea_2,census_3,avland2_3,exland2_3,extot2_3,extot2_3
29489,bor_4,str_1,val_3,yrs_2,lot_2,bcl_D4,transval_3,cmb_409,cds_29,lotarea_2,buildingarea_1,census_1,avland2_3,exland2_1,extot2_1,extot2_1
12511,bor_3,str_1,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_314,cds_45,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
35274,bor_3,str_1,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_308,cds_39,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
20309,bor_3,str_1,val_3,yrs_3,lot_1,bcl_C6,transval_3,cmb_311,cds_43,lotarea_3,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
69157,bor_3,str_1,val_2,yrs_1,lot_1,bcl_M3,transval_2,cmb_301,cds_34,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_1,extot2_2,extot2_2
27302,bor_3,str_1,val_3,yrs_2,lot_2,bcl_D4,transval_3,cmb_308,cds_35,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_2,extot2_2,extot2_2
52142,bor_3,str_1,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_307,cds_39,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_2,extot2_2,extot2_2
28085,bor_3,str_1,val_3,yrs_2,lot_2,bcl_D4,transval_3,cmb_312,cds_40,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_2,extot2_2,extot2_2
60147,bor_2,str_2,val_3,yrs_1,lot_3,bcl_D4,transval_3,cmb_208,cds_11,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_2,extot2_2,extot2_2
44812,bor_3,str_1,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_315,cds_47,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
8547,bor_1,str_3,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_108,cds_4,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_1,extot2_1,extot2_1
60616,bor_3,str_1,val_1,yrs_1,lot_1,bcl_M1,transval_1,cmb_308,cds_36,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_1,extot2_1,extot2_1
34451,bor_2,str_2,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_210,cds_13,lotarea_2,buildingarea_2,census_3,avland2_3,exland2_3,extot2_3,extot2_3
64500,bor_1,str_3,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_107,cds_6,lotarea_3,buildingarea_3,census_1,avland2_3,exland2_3,extot2_3,extot2_3
36440,bor_3,str_1,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_315,cds_48,lotarea_3,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
61755,bor_4,str_1,val_2,yrs_1,lot_1,bcl_O8,transval_2,cmb_401,cds_22,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_1,extot2_1,extot2_1
21829,bor_4,str_1,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_407,cds_20,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
39640,bor_1,str_1,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_107,cds_6,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
3858,bor_2,str_1,val_3,yrs_3,lot_2,bcl_D4,transval_3,cmb_208,cds_11,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
5158,bor_3,str_1,val_2,yrs_3,lot_2,bcl_M1,transval_2,cmb_314,cds_48,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
2073,bor_1,str_3,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_107,cds_6,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_2,extot2_2,extot2_2
65572,bor_1,str_3,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_107,cds_6,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_2,extot2_2,extot2_2
39366,bor_1,str_3,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_104,cds_3,lotarea_3,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
27804,bor_3,str_1,val_2,yrs_2,lot_1,bcl_C6,transval_2,cmb_301,cds_34,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
8442,bor_1,str_3,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_106,cds_4,lotarea_2,buildingarea_2,census_3,avland2_3,exland2_3,extot2_3,extot2_3
27929,bor_3,str_1,val_2,yrs_2,lot_1,bcl_M1,transval_2,cmb_305,cds_37,lotarea_1,buildingarea_1,census_2,avland2_2,exland2_2,extot2_3,extot2_3
68706,bor_3,str_1,val_3,yrs_1,lot_1,bcl_C6,transval_3,cmb_307,cds_38,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_2,extot2_2,extot2_2
6990,bor_4,str_1,val_3,yrs_3,lot_2,bcl_D4,transval_3,cmb_408,cds_23,lotarea_3,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
2025,bor_1,str_3,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_107,cds_7,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
28074,bor_3,str_1,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_307,cds_39,lotarea_3,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
24431,bor_1,str_2,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_108,cds_4,lotarea_1,buildingarea_1,census_3,avland2_3,exland2_1,extot2_1,extot2_1
14214,bor_4,str_1,val_3,yrs_3,lot_2,bcl_D4,transval_3,cmb_411,cds_19,lotarea_3,buildingarea_1,census_3,avland2_3,exland2_3,extot2_3,extot2_3
69483,bor_3,str_1,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_310,cds_43,lotarea_2,buildingarea_2,census_2,avland2_3,exland2_3,extot2_3,extot2_3
70840,bor_4,str_1,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_407,cds_20,lotarea_3,buildingarea_1,census_2,avland2_3,exland2_3,extot2_3,extot2_3
18998,bor_2,str_3,val_3,yrs_3,lot_2,bcl_D4,transval_3,cmb_208,cds_11,lotarea_3,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
17469,bor_2,str_1,val_2,yrs_3,lot_1,bcl_C1,transval_2,cmb_206,cds_15,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_2,extot2_3,extot2_3
52919,bor_3,str_1,val_2,yrs_1,lot_1,bcl_M1,transval_2,cmb_312,cds_44,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_1,extot2_2,extot2_2
13543,bor_4,str_1,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_406,cds_29,lotarea_2,buildingarea_2,census_3,avland2_3,exland2_2,extot2_2,extot2_2
65482,bor_1,str_3,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_108,cds_4,lotarea_2,buildingarea_2,census_3,avland2_3,exland2_3,extot2_3,extot2_3
23696,bor_1,str_1,val_3,yrs_2,lot_1,bcl_C6,transval_3,cmb_106,cds_4,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_1,extot2_1,extot2_1
7184,bor_5,str_1,val_1,yrs_3,lot_3,bcl_R4,transval_1,cmb_501,cds_49,lotarea_1,buildingarea_1,census_1,avland2_1,exland2_1,extot2_1,extot2_1
13033,bor_3,str_1,val_3,yrs_3,lot_2,bcl_D4,transval_3,cmb_315,cds_48,lotarea_3,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
46291,bor_4,str_1,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_411,cds_19,lotarea_2,buildingarea_2,census_2,avland2_3,exland2_3,extot2_3,extot2_3
46541,bor_4,str_1,val_2,yrs_2,lot_2,bcl_M1,transval_2,cmb_412,cds_27,lotarea_2,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
36611,bor_3,str_1,val_3,yrs_2,lot_2,bcl_D4,transval_3,cmb_315,cds_48,lotarea_2,buildingarea_1,census_3,avland2_3,exland2_1,extot2_1,extot2_1
54033,bor_4,str_1,val_3,yrs_1,lot_1,bcl_C6,transval_3,cmb_407,cds_19,lotarea_3,buildingarea_2,census_2,avland2_3,exland2_3,extot2_3,extot2_3
70770,bor_4,str_1,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_407,cds_20,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_2,extot2_2,extot2_2
70485,bor_4,str_2,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_406,cds_29,lotarea_2,buildingarea_1,census_3,avland2_3,exland2_3,extot2_3,extot2_3
26750,bor_2,str_1,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_212,cds_12,lotarea_3,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
6962,bor_4,str_1,val_2,yrs_3,lot_1,bcl_M1,transval_2,cmb_412,cds_28,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_2,extot2_3,extot2_3
9293,bor_1,str_2,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_110,cds_9,lotarea_2,buildingarea_2,census_3,avland2_3,exland2_3,extot2_3,extot2_3
65866,bor_1,str_3,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_107,cds_7,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
29236,bor_4,str_1,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_406,cds_29,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_2,extot2_2,extot2_2
55878,bor_1,str_2,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_106,cds_2,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
8299,bor_1,str_3,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_107,cds_6,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
4962,bor_3,str_1,val_2,yrs_3,lot_1,bcl_C6,transval_2,cmb_311,cds_47,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_1,extot2_1,extot2_1
40762,bor_1,str_3,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_108,cds_5,lotarea_2,buildingarea_2,census_3,avland2_3,exland2_3,extot2_3,extot2_3
47008,bor_1,str_3,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_103,cds_1,lotarea_3,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
4819,bor_3,str_1,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_312,cds_39,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
30445,bor_5,str_2,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_501,cds_49,lotarea_3,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
62005,bor_4,str_1,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_404,cds_25,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_2,extot2_2,extot2_2
23543,bor_1,str_3,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_107,cds_6,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
26294,bor_2,str_1,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_209,cds_18,lotarea_3,buildingarea_2,census_3,avland2_3,exland2_3,extot2_3,extot2_3
62135,bor_4,str_1,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_406,cds_29,lotarea_2,buildingarea_2,census_3,avland2_3,exland2_2,extot2_2,extot2_2
21491,bor_4,str_3,val_3,yrs_3,lot_2,bcl_D4,transval_3,cmb_406,cds_29,lotarea_3,buildingarea_1,census_3,avland2_3,exland2_3,extot2_3,extot2_3
69766,bor_3,str_1,val_3,yrs_1,lot_2,bcl_D4,transval_3,cmb_315,cds_45,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_1,extot2_1,extot2_1
41075,bor_1,str_1,val_2,yrs_2,lot_2,bcl_R2,transval_2,cmb_110,cds_9,lotarea_1,buildingarea_1,census_3,avland2_2,exland2_1,extot2_1,extot2_1
13488,bor_4,str_1,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_406,cds_29,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_1,extot2_1,extot2_1
2541,bor_2,str_1,val_2,yrs_3,lot_2,bcl_C1,transval_2,cmb_204,cds_16,lotarea_1,buildingarea_1,census_3,avland2_2,exland2_1,extot2_3,extot2_3
52997,bor_3,str_1,val_2,yrs_1,lot_1,bcl_C1,transval_2,cmb_311,cds_43,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_1,extot2_1,extot2_1
54660,bor_4,str_2,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_412,cds_27,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
29750,bor_4,str_1,val_2,yrs_2,lot_1,bcl_C6,transval_2,cmb_411,cds_19,lotarea_1,buildingarea_1,census_2,avland2_2,exland2_1,extot2_1,extot2_1
7451,bor_1,str_1,val_2,yrs_3,lot_1,bcl_C6,transval_2,cmb_103,cds_1,lotarea_1,buildingarea_1,census_2,avland2_3,exland2_2,extot2_2,extot2_2
49734,bor_2,str_1,val_3,yrs_1,lot_2,bcl_D4,transval_3,cmb_208,cds_11,lotarea_2,buildingarea_2,census_1,avland2_2,exland2_2,extot2_2,extot2_2
65464,bor_1,str_3,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_108,cds_4,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_2,extot2_2,extot2_2
7768,bor_1,str_1,val_3,yrs_3,lot_1,bcl_M3,transval_3,cmb_106,cds_2,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
11829,bor_3,str_2,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_302,cds_35,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
24548,bor_1,str_3,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_107,cds_7,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
31452,bor_1,str_3,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_107,cds_6,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
30689,bor_1,str_2,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_101,cds_1,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
32368,bor_1,str_1,val_3,yrs_2,lot_1,bcl_C6,transval_3,cmb_108,cds_5,lotarea_1,buildingarea_1,census_3,avland2_3,exland2_1,extot2_1,extot2_1
59945,bor_2,str_3,val_3,yrs_1,lot_2,bcl_D4,transval_3,cmb_208,cds_11,lotarea_3,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
61431,bor_3,str_1,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_315,cds_47,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
15378,bor_1,str_3,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_107,cds_6,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
14875,bor_1,str_3,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_103,cds_2,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
52918,bor_3,str_1,val_3,yrs_1,lot_1,bcl_M3,transval_3,cmb_310,cds_43,lotarea_2,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
66512,bor_2,str_2,val_3,yrs_1,lot_2,bcl_D4,transval_3,cmb_212,cds_11,lotarea_2,buildingarea_2,census_3,avland2_3,exland2_3,extot2_3,extot2_3
55317,bor_1,str_2,val_3,yrs_1,lot_2,bcl_D4,transval_3,cmb_103,cds_1,lotarea_3,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
19511,bor_3,str_1,val_2,yrs_3,lot_1,bcl_M1,transval_2,cmb_303,cds_36,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_1,extot2_3,extot2_3
5447,bor_3,str_1,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_315,cds_48,lotarea_2,buildingarea_1,census_3,avland2_3,exland2_2,extot2_2,extot2_2
37453,bor_4,str_2,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_407,cds_19,lotarea_2,buildingarea_1,census_1,avland2_3,exland2_2,extot2_2,extot2_2
35215,bor_3,str_1,val_2,yrs_2,lot_1,bcl_M3,transval_2,cmb_307,cds_38,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_2,extot2_3,extot2_3
71128,bor_4,str_1,val_2,yrs_1,lot_1,bcl_M9,transval_2,cmb_408,cds_24,lotarea_1,buildingarea_1,census_2,avland2_2,exland2_2,extot2_3,extot2_3
36373,bor_3,str_1,val_2,yrs_2,lot_2,bcl_M1,transval_2,cmb_312,cds_44,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
40808,bor_1,str_1,val_2,yrs_2,lot_1,bcl_C6,transval_2,cmb_109,cds_9,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_2,extot2_2,extot2_2
29644,bor_4,str_1,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_407,cds_20,lotarea_2,buildingarea_2,census_2,avland2_3,exland2_3,extot2_3,extot2_3
65,bor_1,str_2,val_3,yrs_3,lot_1,bcl_D0,transval_3,cmb_102,cds_2,lotarea_2,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
39284,bor_1,str_3,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_106,cds_2,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
